time,profileName,temperature,humidity,pressure
1768708698.4971602,losang,70.21043180019197,71.53437592863001,1.2755778449236437
1768708698.4971666,boston,44.67611756160978,65.56580784435117,0.8970054438147496
1768708698.497173,denver,73.92378737923697,30.304421232195416,1.2521210920519361
1768708698.4971795,losang,70.14304261354928,54.89902703927669,1.5056434821690634
1768708698.4971867,denver,58.052413033708405,27.442997910521996,0.8011645154266952
1768708698.4971929,losang,49.645715752928304,79.02604852794954,1.1303747178482402
1768708698.4971993,boston,61.219758423823436,100.0,0.9644383402229547
1768708698.4972053,losang,42.45225274741337,71.58223004326841,0.9176144989750576
1768708698.497212,boston,,44.5222855891799,0.9097705566953382
1768708698.497218,losang,73.84383469575782,48.39649879575841,1.421994768684851
1768708698.4972243,losang,61.28554934215925,,
1768708698.49723,boston,,51.02388098148178,0.9960173632169629
1768708698.4972363,boston,54.999867478440116,100.0,1.0105583685639168
1768708698.4972425,denver,60.465992833705194,31.76105371085664,
1768708698.4972482,denver,57.34821851979426,,1.857128167431887
1768708698.4972541,losang,76.40107125583961,,1.1596490505332626
1768708698.4972603,boston,57.142098614152516,74.42210824117431,1.1313870603014058
1768708698.4972668,denver,32.557486195558084,25.654062544623923,1.685565169362328
1768708698.4972732,boston,40.978435681352536,83.15693994157613,0.935310456206552
1768708698.4972794,boston,63.54253931743529,100.0,1.1033385786074503
1768708698.4972856,denver,62.21185496811748,42.884419363578964,0.9487290601822205
1768708698.4972925,denver,30.734143888113184,51.42464244258366,1.3579370585532973
1768708698.4972992,denver,95.86969577226992,21.55559224653314,1.597628439441738
1768708698.4973054,denver,38.27819043453171,37.171564873673134,1.0902141115919943
1768708698.497312,losang,80.96022413953008,82.68767934001951,1.2416804693540207
1768708698.4973185,losang,61.85026922091052,50.61810782905611,1.3426112355920607
1768708698.4973247,losang,88.53088172330115,100.0,1.2303511875095419
1768708698.497331,boston,0.0,64.29080867236188,1.094143807968082
